name,amount,unit
Olivenöl ,3,EL
Tomatenmark ,3,EL
"Honig, flüssiger ",1,TL
Aceto balsamico ,2,EL
"Meersalz und Pfeffer, frisch gemahlener",,
Tomate(n) ,6,dicke
Schlangengurke(n) ,2,
Schafskäse ,1,Paket
Zwiebel(n) ,1,kleine
Kritharaki (Nudeln in Reisform) ,125,g
Balsamico ,4,EL
Öl ,4,EL
Kondensmilch ,4,EL
Chilisauce (Sweet Chilisauce),4,EL
Zucker ,1,EL
Salz und Pfeffer ,,
"Ei(er), getrennt ",3,
Zucker ,150,g
Salz ,1,Prisen
Mascarpone ,750,g
Sahne ,200,ml
Löffelbiskuits ,1,Pck
Espresso ,4,Tasse/n
"Mandel(n), natur, nicht blanchiert",100,g
Kakaopulver ,50,g
"Pfirsich(e), püriert",800,g
Zucker ,200,g
Wasser ,100,g
Zitrone(n) ,1,
"Prosecco oder Sekt, trocken",500,ml
Weizentortilla(s) ,6,
"Aufstrich (vegetarische Streichcreme), z.B. ""Paprika, Zucchini, Aubergine""",6,EL
"Käse, gerieben, z.B. Mozzarella",12,EL
"Wasser, lauwarm ",670,ml
Zucker oder 22 g Honig,2½,TLgehäuft
Trockenhefe ,14,g
"Dinkelmehl, frisch und fein gemahlen oder Type 1050",940,g
Salz ,3,TLgehäuft
"Brotgewürzmischung, evtl.",1,TL
"Sonnenblumenkerne o. Ä., evtl.",100,g
Mehl für die Arbeitsfläche ,,
Zucchini ,400,g
Fleischtomate(n) ,2,
Schalotte(n) ,2,
Öl ,2,EL
Salz und Pfeffer ,,
"Crème fraîche, ca. 100 g",½,Becher
"Käse, gerieben ",100,g
"Muskatnuss, geriebene ",,
Basilikum ,1,Handvoll
Belugalinsen ,90,g
Balsamico ,1,Schuss
Mango(s) ,1,
Lauchzwiebel(n) ,1,Bund
Cocktailtomaten ,,einige
Olivenöl ,,n.B
Salz und Pfeffer ,,n.B
Schafskäse ,100,g
"Haferflocken, zarte, sehr fein gemörsert (Ultra fine Oats)",100,g
"Banane(n), überreif",300,g
Eiweiß ,160,g
Honig ,60,g
Backpulver ,10,g
Mandeldrink ,60,ml
Zimtpulver ,,n.B
Salz ,,n.B
Proteinpulver nach Geschmack,50,g
Dinkelflocken ,50,g
Heidelbeeren ,,n.B
Cranberries ,,n.B
Fett für das Blech ,,
Kartoffel(n) ,10,kleine
Zucchini ,2,kleine
Tomate(n) ,3,große
"Speckwürfel, feine",100,g
Olivenöl ,3,EL
Zwiebel(n) ,1,große
Knoblauchzehe(n) ,3,
"Paprikapulver, rosenscharf ",,
"Paprikapulver, edelsüß ",,
Salz und Pfeffer ,,
Oregano ,,
Gemüsebrühe ,300,ml
Ei(er) ,5,
Proteinpulver (Schokogeschmack),50,g
"Schokoladenraspel, zartbitter",70,g
Cranberries ,50,g
Weizenkleie ,50,g
Honig ,1,TL
Milch ,,etwas
Kokosfett für das Blech,,
"Milch, fetarm oder entrahmt",300,ml
Proteinpulver (Vanillegeschmack),30,g
"Banane(n), bio",2,
"Maracuja(s), reif",1,
Brennnesseln ,1,
"Süßkartoffel(n), geschält, gewürfelt",1½,kg
Olivenöl ,5,EL
"Salz und Pfeffer, frisch gemahlen",,n.B
"Zitronensaft, frisch gepresst",2½,EL
"Orangensaft, frisch gepresst",1,EL
Orangenzesten ,½,TL
"Knoblauch, fein gehackt (1 Zehe)",1,TL
Kreuzkümmel (Cumin),½,TL
Korianderpulver ,½,TL
Paprikapulver ,½,TL
Zimtpulver ,,TL
Ingwerpulver ,,TL
Cayennepfeffer ,,TL
"Mandel(n) oder Pinienkerne, gehackte",½,Tasse
"Cranberries, getrocknet, gehackt",,Tasse
"Petersilie, fein gehackt",,Tasse
"Koriandergrün, frisch gehackt",3,EL
"Minze, frisch gehackt",2,EL
Dinkelmehl Type 630 ,180,g
Backpulver ,1½,TL
"Mohn, gemahlen",200,g
"Butter, zerlassen",150,g
"Ei(er), Größe M ",5,
Zucker ,125,g
Vanillezucker ,2,Pck
Zitronenabrieb ,1,EL
"Vanilleschote(n), davon das Mark ",1,
Fett und Mehl für die Form ,,
"Quark, 20 % Fett",70,g
Puderzucker ,200,g
Hähnchenfleisch ,200,g
Riesengarnelen ,10,
Miesmuschel(n) ,10,
Zwiebel(n) ,1,große
"Paprikaschote(n), rot, gelb, grün ",3,
Reis ,2,Tasse/n
Wasser ,4,Tasse/n
Gewürzmischung (Paellagewürz),1,TL
Öl ,2,EL
Salz und Pfeffer ,,
Zucker ,400,g
Ei(er) ,6,
Vanillezucker ,2,Pck
Margarine ,500,g
Zimt ,1,TL
Salz ,1,Prisen
"Schokolade, geschmolzen",50,g
Mehl ,520,g
Backpulver ,2,Pck
"Haselnüsse, gemahlen ",500,g
Zucchini ,600,g
Schokolade zum Bestreichen,,n.B
"Kohlrabi, geputzt",400,g
"Kartoffel(n), geschält",300,g
"Tomate(n), gewürfelt",2,
Rapsöl ,2,EL
"Zwiebel(n), fein gehackt, ca. 70 g",1,
"Knoblauchzehe(n), fein gehackt oder auch etwas mehr",1,
"Ingwerwurzel, klein gehackt",1,EL
Kreuzkümmel ,1,TL
Kurkumapulver ,½,TL
Garam Masala ,1,TL
Gemüsebrühe ,100,ml
"Koriandergrün, frisch gehackt",,
"Zwiebel(n), rot ",160,g
Butter ,20,g
Speck ,80,g
"Gouda, alter",100,g
Schmand ,100,g
Sandwichtoast ,8,Scheibe/n
"Schnittlauch, optional",,Bund
"Milch, lauwarm ",125,ml
Öl ,8,EL
Mehl ,250,g
Salz ,,
Hefe ,20,g
Zwiebel(n) ,750,g
Pilze nach Wahl,250,g
Ei(er) ,3,
Schmand ,1,Becher
Kümmel ,,
Muskat ,,
Salz und Pfeffer ,,
"Speck, durchwachsener ",150,g
Weizenmehl ,60,g
Weizenvollkornmehl ,60,g
Kakaopulver ,40,g
Butter ,150,g
Ei(er) ,1,
"Rum, optional",2,EL
Rohrzucker ,130,g
Vanillezucker ,1,Beutel
"Nüsse, gehackt, z.B. Mandeln, Haselnüsse, Walnüsse, nach Geschmack",100,g
"Rosinen, kleine",120,g
"Schokolade, z.B. Vollmilch und/oder Zartbitter",150,g
Backpulver ,1,TL
Hähnchenschenkel oder Hähnchen-Oberkeulen,12,kg
Langkornreis (3 Beutel),375,g
Gemüsezwiebel(n) ,2,
Knoblauchzehe(n) ,4,
Gemüsemischung (Mexico Mix),1,kl.Dose/n
"Paprikaschote(n), rot, gelb, grün ",3,
"Zitrone(n), Schale davon ",1,
Chilischote(n) ,½,
Wasser ,¾,Liter
Tomatenketchup ,200,g
Zucker ,1,ELgestr
Butterschmalz oder 2 EL Butter,1,EL
Paprikapulver ,1,ELgehäuft
Salz ,1,TL
Currypulver ,1,TL
Thymian ,1,TL
Zitronenpfeffer oder 1/2 TL schwarzer Pfeffer,1,TL
"Petersilie, gehackt",,
Äpfel ,5,
Zucker ,90,g
Wasser ,250,ml
Weißwein ,250,ml
Cognac ,3,EL
Rosinen ,50,g
Butter ,20,g
Eiweiß ,3,
Zucker ,75,g
Vanillezucker ,1,
Mandelblättchen oder Mandelstifte,20,g
"Einlegegurken, klein bis mittelgroß",1,kg
"Zwiebel(n), in Scheiben geschnitten",2,
Salz ,1,TL
Zucker ,3,EL
Lorbeerblätter ,3,
Pfefferkörner ,1,TL
"Senfkörner, gelbe",3,TL
"Meerrettich, gerieben, aus dem Glas, optional",1,TL
"Dill, frisch geschnitten",1,ELgehäuft
"Essig, 5 % iger",120,g
Brühe ,1,Liter
Reis ,100,g
"Burger Patties aus Fleischersatz, z.B. Next Level Burger, à 227 g",1,Pck
Möhre(n) ,227,g
"Erbsen, TK ",227,g
Pastinake(n) ,75,g
Schnittlauch ,1,EL
"Blattsalat (Eichblatt, Rucola, Radicchio, Eisberg)",300,g
Frühlingszwiebel(n) ,3,
Radieschen ,½,Bund
Knoblauchzehe(n) ,1,
Naturjoghurt ,100,ml
Buttermilch ,75,ml
Senf ,1,TL
"Speiseöl, gutes",2,EL
"Balsamessig, weißer",1,TL
Salz und Pfeffer aus der Mühle,,
Zucker ,1,Prisen
Ei(er) ,3,
Mineralwasser mit viel Kohlensäure,1,Schuss
Schinkenwürfel ,1,Handvoll
"Käse, gerieben ",1,Handvoll
Salz und Pfeffer ,,n.B
"Muskatnuss, geriebene ",,
Öl zum Braten ,,
Strauchtomate(n) ,1,kg
Thymian ,3,Zweig/e
Rosmarin ,3,Zweig/e
Zitronenabrieb ,½,TL
Meersalz ,,
"Pfeffer, frisch gemahlen",,
Langkornreis oder Wildreis,300,g
Avocado(s) ,2,
Zitronensaft ,2,EL
Schweinerückensteak(s) à ca. 160 g,4,
Butterschmalz ,1,EL
Olivenöl ,1,EL
"Oliven, schwarze ohne Stein, in Ringe geschnitten",,n.B
"Feta-Käse, gewürfelt",,n.B
"Kartoffel(n), kleine neue",12,kg
Salz und Pfeffer aus der Mühle,,
Camembert(s) ,150,g
Schnittlauch ,½,Bund
saure Sahne ,200,g
"Tomate(n), getrocknete (Glas)",100,g
Frischkäse ,200,g
Paprikapulver ,,
Champignons ,100,g
Zwiebel(n) ,1,kleine
Butter ,1,EL
Petersilie ,½,Bund
Crème fraîche ,2,EL
"Senf, körniger ",2,EL
Paprikapulver ,,n.B
Kräuter nach Wahl,,n.B
Basmatireis ,300,g
Champignons ,500,g
Räuchertofu ,200,g
Zwiebel(n) ,1,
Knoblauch ,1,Zehe/n
Olivenöl ,1,EL
Petersilie ,½,Bund
Gemüsebrühe ,250,ml
Kräuter der Provence ,1,EL
Speisestärke ,2,TL
Sahne ,200,ml
Salz und Pfeffer aus der Mühle,,
Gurke(n) ,1,
Petersilie oder Koriander,,n.B
Zitrone(n) ,1,
"Ingwerwurzel, gerieben",1,TL
Aloe vera Saft,1,TL
Wasser ,½,Glas
"Honig, evtl.",,etwas
Kartoffel(n) ,800,g
"Speiseöl, gutes",2,EL
"Emmentaler, gerieben",50,g
Mohn ,2,EL
Hefeflocken ,1,EL
Schnittlauchröllchen ,2,EL
"Pfeffer, schwarzer aus der Mühle",,
Pasta ,250,g
Butter ,50,g
"Salbei, frischer",50,g
Parmesan am Stück,50,g
Gnocchi aus dem Kühlregal,500,g
Cocktailtomaten ,300,g
Zucchini ,1,
Mini-Mozzarella ,1,Becher
Rucola ,1,Bund
Basilikum ,1,Bund
Pinienkerne oder gemischte Kerne,1,Pck
Olivenöl ,3,EL
Balsamico Bianco,4,EL
Senf ,1,TL
Zucker ,1,TL
Salz und Pfeffer ,,
"Kräuter, italienische ",,
Rucola ,250,g
Ei(er) ,2,
Schinkenwürfel ,100,g
Parmesan ,20,g
"Senf, mittelscharfer ",2,TL
Balsamico ,1,TL
Honig ,2,TL
Olivenöl ,50,ml
Thunfisch ,½,Dose
Bonbon(s) (Lakritzbonbons),10,
Orangensaft ,400,g
"Orange(n), Abrieb davon",1,
Gelierzucker 2:1 ,300,g
Hähnchenschenkel ohne Haut und Knochen oder Hähnchenbrust,900,g
"Pfeffer, weißer ",1,TL
Salz ,1,EL
Maisstärke ,120,g
Mehl ,360,g
Wasser ,360,ml
Öl ,2,EL
Öl zum Frittieren,600,ml
Öl ,3,EL
Chiliflocken ,3,TLgestr
"Knoblauch, gehackt",3,EL
"Ingwerwurzel, gehackt",1,TLgehäuft
"Zucker, braun ",330,g
Orangensaft ,180,ml
"Tafelessig, weißer",180,ml
Sojasauce ,6,EL
Wasser ,6,EL
Maisstärke ,6,EL
Sesamöl ,2,TL
Hähnchenschenkel ,2,große
Mehl ,1,EL
Öl zum Braten ,,etwas
"Bier, mexikanisches, oder Pils",150,ml
Hühnerbrühepulver ,1,TL
Kümmelpulver ,1,TL
"Paprikaschote(n), bunte, in Streifen geschnitten",150,g
"Zwiebel(n), in Streifen geschnitten",50,g
"Tomaten, stückige (Pelati)",400,g
"Knoblauchzehe(n), fein gehackt, evtl. etwas mehr",2,
Oregano ,1,TL
Basilikum ,1,TL
Limettensaft ,1,EL
"Tomate(n), grob gewürfelt",2,m.-große
"Erbsen, TK ",80,g
Salz und Pfeffer ,,
Zucker ,,
Wasser ,650,ml
Sucuk ,300,g
"Zwiebel(n), in Streifen geschnitten",100,g
"Knoblauchzehe(n), fein gehackt",2,
Olivenöl oder Rapsöl,4,EL
Tomatenmark ,1,ELgehäuft
Balsamico Bianco,2,EL
Oregano ,1,EL
"Minze, frisch gehackt",1,EL
Pul Biber ,1,TLgestr
"Oliven, schwarz und grün, mit Kräutern eingelegt",100,g
"Paprikaschote(n), bunte, in Streifen geschnitten",300,g
Fusilli ,300,g
"Cocktailtomaten, geviertelt",200,g
Salz und Pfeffer ,,
Zucker ,,
Rosinen ,50,g
Rum ,2,cl
Walnusskerne ,100,g
"Ei(er), Größe M ",4,
"Butter, zimmerwarme ",100,g
Zucker ,100,g
"Bio-Orange(n), Abrieb davon",½,
Mehl Type 405 ,15,g
Backpulver ,½,TL
"Mohn, ungemahlen",125,g
Salz ,1,Prisen
Puderzucker zum Bestäuben,,
Bandnudeln ,300,g
Zwiebel(n) ,1,
Knoblauch ,1,Zehe/n
"Ingwer, Größe nach Belieben",1,Stücke
Mangold ,1,Bund
Gemüsebrühe ,500,ml
Crème fraîche ,150,g
Cherrytomate(n) ,,
Parmesan ,,
Salz und Pfeffer ,,
Zwiebel(n) ,1,
"Hackfleisch, gemischt ",500,g
Lauchstange(n) ,3,
Kokosmilch ,400,ml
Gemüsebrühe ,600,ml
Parmesan ,20,g
Butter ,40,g
Salz und Pfeffer ,,etwas
Schlangengurke(n) ,1,
Salz ,1,TLgehäuft
Zucker ,1,TLgehäuft
Knoblauchzehe(n) ,1,
Sonnenblumenöl ,1,TL
"Sesamöl, geröstet",1,TL
Reisessig ,3,TL
"Sojasauce, hell",2,TL
Chilipulver ,1,Msp
Sesam zum Garnieren,1,TL
Ei(er) ,2,
Milch ,125,ml
Muskatnuss ,,etwas
Salz und Pfeffer ,,
Mehl ,125,g
Schinkenwürfel ,100,g
Frühlingszwiebel(n) ,3,
Brokkoli ,250,g
Öl zum Braten ,,etwas
Butter zum Braten ,,etwas
Skyr ,480,g
"Joghurt, griechischer ",100,g
Sahne 35 % Fett,200,g
Inulin ,1,TLgestr
Xylit (Zuckerersatz) ,5,ELgehäuft
Gelee (Zitronengelee),3,ELgestr
Zitrone(n) ,1,
Himbeeren ,100,g
"Johannisbeeren, rot",60,g
Skyr Vanille,100,g
Kefir ,150,g
Haferdrink oder Milch,1,Schuss
Ahornsirup Grad A oder Honig,1,ELgestr
Eiweißpulver Vanille,2,EL
"Haferdrink oder Milch, evtl.mehr",60,ml
"Kartoffeln, mehligkochend ",1,kg
Kartoffelmehl ,200,g
Eigelb ,2,
Salz für das Kochwasser,,
"Fleisch, beliebiges, nicht zu mager z.B. Schwein, Rind, Geflügel oder gemischt",300,g
Räucherspeck ,150,g
Möhre(n) ,1,m.-große
"Petersilienwurzel(n), keine Pastinaken, ersatzweise 1 Handvoll Petersilie",1,
Zwiebel(n) ,1,große
Knoblauchzehe(n) ,2,
"Brühe, ungesalzen oder Wasser",300,ml
Butterschmalz ,2,EL
"Pfeffer, schwarzer ",1,TLgestr
Lorbeerblätter ,2,
Pimentkorn ,1,
Majoran ,1,TLgehäuft
Salz ,½,TLgestr
Hackfleisch vom Reh oder Hirsch,12,kg
Ei(er) ,3,
Senf ,2,EL
Salz und Pfeffer ,,
Wildgewürz ,1,TL
Semmelbrösel ,1,Tasse
Zwiebel(n) ,2,
Knoblauchzehe(n) ,2,
Bacon ,10,Scheibe/n
Schmalz ,2,EL
Tomatenmark ,1,EL
Fleischbrühe ,400,ml
Speisestärke zum Binden,,etwas
Zucker ,1,Prisen
Apfel ,1,
Himbeeren ,8,
Banane(n) ,1,kleine
"Staudensellerie, klein",1,Stange/n
Karotte(n) ,1,m.-große
Apfelsaft ,300,ml
Fleischsalat vom Metzger,800,g
Gabelspaghetti ,500,g
"Erbsen und Möhren, ca. 530 g",1,Glas
Fischsauce ,1,EL
Kapern ,2,ELgehäuft
"Currypulver, roasted, scharf",1,EL
"Paprikapulver, koreanisch",1,TL
Löwensenf ,2,EL
Pfeffer ,1,TLgehäuft
Maggi ,3,EL
Wassermelone(n) ,600,g
"Kefir, gekühlt",500,ml
Butter ,180,g
Zucker ,140,g
Mehl ,150,g
Ei(er) ,3,
Speisestärke ,30,g
Vanillezucker ,1,Pck
Backpulver ,1,TL
"Kakaopulver, ungesüßt ",2,EL
Nutella ,,n.B
"Hackfleisch, gemischt ",200,g
"Tomaten, stückige, ca. 400 g",1,Dose
Knoblauchzehe(n) ,1,
Zwiebel(n) ,1,
Dinkelnudeln (Fusilli),,
Salz und Pfeffer ,,
Oregano ,,
"Paprikapulver, edelsüß ",,
Salatgurke(n) ,1,
"Naturjoghurt, 150 g",1,Becher
Salz und Pfeffer ,,
Zucker ,,
Apfelessig ,,
Öl ,,
"Dill, TK",,etwas
Rinderbeinscheibe(n) ,400,g
"Thai-Currypaste, grün",1,EL
Zwiebel(n) ,1,
Wirsing ,350,g
Erbsen ,2,Handvoll
Kokosmilch ,400,ml
Wasser ,300,ml
"Koriander, vietnamesischer",1,Handvoll
Kaffir-Limettenblätter ,5,
"Zitronengras, gehackt",1,EL
Sojasauce ,,
Fischsauce ,,
Kokosöl ,,
Öl ,3,EL
Rinderhackfleisch ,500,g
Salz ,1,EL
"Pfeffer, schwarzer ",1,TL
Kreuzkümmelpulver ,1,EL
Chilipulver ,1,EL
"Paprikapulver, geräuchert ",1,TL
Cayennepfeffer ,1,TL
"Zwiebel(n), gewürfelt",1,große
"Paprikaschote(n), rot, gewürfelt",1,
"Knoblauchzehe(n), durchgepresst",6,
"Chilischote(n) (Chipotle) in Adobo-Soße, alternativ Jalapenos, Tabasco Chipotle BBQ und Chipotlegewürz",2,
Tomatenmark ,1,Tube/n
"Tomate(n), stückige",1,Dose
Rinderbrühe ,500,ml
"Bohnen, schwarze in Chilisoße",1,Dose
Kidneybohnen ,1,Dose
"Pommes frites, frisch und heiß",500,g
"Cheddarkäse, gerieben",150,g
Crème fraîche ,½,Becher
Ei(er) ,1,
Salatblätter ,2,
Mais ,½,Dose
Toastbrot ,1,Scheibe/n
Tomate(n) ,1,
Speck ,4,Scheibe/n
Hühnerbrust ,200,g
Tortilla(s) ,2,
Guacamole ,,n.B
Salz und Pfeffer ,,n.B
Mayonnaise ,50,g
Senf ,½,EL
Kartoffel(n) ,1½,kg
Paprika ,3,
"Zwiebel(n), je nach Größe",4,
Äpfel ,2,
Olivenöl ,,n.B
Salz und Pfeffer ,,
"Paprikapulver, edelsüß ",,
Vegeta ,,
Rosmarin ,,
"Spirelli, ggf. Vollkornspirelli",300,g
Gemüsebrühepulver ,2,TL
Cornichons ,150,g
"Geflügelfleischwurst, geräuchert",400,g
Magerquark ,300,g
Salatcreme (Miracle Whip Balance) ,100,g
"Senf, mittelscharfer oder n. B. auch mehr",1,ELgehäuft
Tomatenmark ,1,EL
"Balsamico, dunkler ",5,EL
Gurkenwasser ,100,ml
"Salz und Pfeffer, bunter ",,
Kräutersalz ,,
"Paprikapulver, rosenscharf ",,
Würzmischung (Maggi Würzmischung Nr. 2),,
Muskatnuss ,,
Wasser ,400,ml
Dinkelmehl Type 1050 ,200,g
Dinkelvollkornmehl ,175,g
"Trockenhefe alternativ 0,5 Würfel Frischhefe",1,Pck
Kräutersalz ,1½,TL
"Kümmel, ganz",2,TL
Haferflocken ,150,g
Sonnenblumenkerne ,100,g
"Brotgewürzmischung (Fenchel, Koriander, Anis, Kümmel)",,n.B
Rote Bete ,1,Kugel/n
Banane(n) ,2,
Apfel ,1,großer
"Zitrone(n), Saft davon ",1,
Honig ,1,EL
"Aromat, Fondor oder Ähnliches",,
Reiswaffeln oder Maiswaffeln mit Schokoguss,4,
Himbeeren oder andere Beeren oder Mandarinen aus der Dose,1,Schälchen
Cranberries oder Granatapfelkerne,1,Handvoll
Walnusshälften ,4,
"Haferflocken, sehr feine oder Kokosraspel",,n.B
"Schokolade, ca. 1/8 einer 100 g Tafel",4,Stücke
"Tortenguss, bei Bedarf",,evtl
Schweinegulasch ,500,g
Zwiebel(n) ,1,
Salz ,,
"Paprikapulver, edelsüß ",1,TLgehäuft
Mehl ,1,ELgehäuft
Brühe ,¾,Liter
"Kapern, 50 ml, inkl. Kapernflüssigkeit",½,Glas
"Basilikum, frisch",,
Biskuitboden ,1,
Heidelbeeren ,500,g
Zitrone(n) ,3,
Zucker ,3,EL
Apfelsaft oder Maracujasaft,500,ml
Mascarpone ,250,g
Vanillepuddingpulver ,1,Pck
Heidelbeeren ,,n.B
Minzeblätter oder Zitronenmelisse,,n.B
Ei(er) ,4,
Zucker ,200,g
Vanillezucker ,1,Pck
Milch ,4,EL
Sonnenblumenöl ,4,EL
"Wasser, heißes",4,EL
Mehl ,250,g
Backpulver ,½,Pck
Milch ,1,Liter
Vanillepuddingpulver ,2,Pck
Zucker ,80,g
Butterkeks(e) ,1,Paket
Puderzucker ,250,g
Backkakao ,50,g
Palmfett ,125,g
Ei(er) ,1,
"Wasser, heißes",,n.B
"Wasser, lauwarm ",220,ml
Frischhefe ,½,Würfel
Zucker ,1,EL
"Öl, neutrales",2,EL
Weizenmehl Type 550 oder 405,360,g
Salz ,1,TL
Olivenöl ,,etwas
Milch ,,
Sesam zum Bestreuen,,evtl
Mehl zum Arbeiten,,
"Kaffee, stark, z.B. Espresso",200,ml
Sahne ,150,ml
Crème fraîche oder Schmand,100,g
Eigelb ,4,
"Zucker, braun ",70,g
Kaffeelikör ,,n.B
Rigatoni ,500,g
"Zwiebel(n), fein gewürfelt",1,m.-große
Knoblauchzehe(n) ,2,
"Parmesan, fein gerieben",125,g
Olivenöl ,8,EL
"Tomatenmark, 185 g, 2-fach konzentriert",1,Tube/n
Chiliflocken ,½,TL
Wodka ,80,ml
"Sahne, 200 g",1,Becher
Salz und Pfeffer aus der Mühle,,
Basilikumblätter ,,
"Zitronengras, gemahlen",1,ELgehäuft
"Galgant, gemahlen",1,ELgehäuft
Ingwer ,60,g
Zwiebel(n) ,2,m.-große
Soloknoblauch ,2,Zehe/n
Chilipulver ,2,TL
Limettensaft ,4,EL
"Kaffir-Limettenblätter, getrocknet",8,
"Zucker, braun ",4,EL
Kokosöl ,4,EL
Salz ,2,TL
Tomatenmark ,1,EL
Sojasauce ,2,EL
"Worcestersauce, optional",2,TL
"Fischsauce, optional",2,EL
"Zwiebel(n), rot ",1,
Knoblauchzehe(n) ,1,
"Chilischote(n), frische rote",1,
Olivenöl ,,
"Möhre(n), sehr kleine junge",1,kg
Pinienkerne ,25,g
Rosinen ,25,g
Meersalz ,,
"Honig, flüssiger ",1,EL
Rotweinessig ,2,EL
Blumenkohl ,1,kleiner
Süßkartoffel(n) ,1,m.-große
"Kokosmilch, ca. 400 ml",1,Dose
Zwiebel(n) ,1,
Knoblauchzehe(n) ,1,
"Currypaste, grün",1,TL
Kurkumapulver ,1,TL
Kreuzkümmelpulver ,1,TL
Korianderpulver ,1,TL
Salz ,,
Kokosöl zum Braten,,
"Maultaschen, aus dem Kühlregal, mit oder ohne Fleisch",4,
Laugenbrötchen ,4,
Feldsalat ,100,g
Tomate(n) ,2,
Zwiebel(n) ,1,
Schmand ,3,EL
Remoulade oder Mayonnaise,3,EL
Ketchup ,2,TL
Senf ,1,TL
Apfelessig oder Balsamico,1,TL
Zucker ,1,TL
"Pfeffer, schwarzer ",,etwas
Dill ,,etwas
Fett zum Braten ,,
Kritharaki (Nudeln in Reisform) ,60,g
Avocado(s) ,½,
Honigmelone(n) ,1,
"Zwiebel(n), rot ",1,kleine
Parmesanflakes ,1,EL
Zitronensaft ,2,EL
Petersilie ,1,Bund
Olivenöl ,1,EL
Salz und Pfeffer ,,
BBQ-Sauce (Bull's-Eye Original),100,g
BBQ-Sauce (HP Classic BBQ(),100,g
"Tomatenketchup, neutral",1,ELgehäuft
Reissirup oder Dattelsirup,1½,TL
"Ei(er), getrennt ",3,
Zucker ,250,g
Vanillezucker ,1,Pck
Pflanzenöl ,125,ml
"Zucchini, geraspelt ohne Kerne",400,g
Kakaopulver ,30,g
Kokosraspel ,20,g
Milch ,150,ml
Mehl ,300,g
Backpulver ,1,Pck
"Schokoglasur, dunkel",1,
Zitronengraspulver ,1,ELgehäuft
"Galgant, gemahlen",1,ELgehäuft
Ingwerwurzel ,60,g
Zwiebel(n) ,2,m.-große
Soloknoblauch ,2,Zehe/n
Chilipulver ,2,TL
Limettensaft ,4,EL
"Zucker, braun ",3,EL
Kokosöl ,3,EL
Salz ,2,TLgestr
"Kaffir-Limettenblätter, getrocknet",8,Blätter
Tafelspitz ,700,g
Pfefferkörner ,10,
Nelke(n) ,2,
Zwiebel(n) ,6,
Lorbeerblatt ,1,
Butter ,40,g
Flüssigkeit (Kochbrühe vom Tafelspitz),500,ml
Mehl ,40,g
Salz und Pfeffer ,,
Essig ,,
Zucker ,,
Worcestersauce ,,
Senf ,,
"Schupfnudeln, aus dem Kühlregal",500,g
Butter ,25,g
"Gyrosfleisch, gewürzt",750,g
Lauchzwiebel(n) ,1,Bund
Gemüsebrühe ,250,ml
Crème fraîche ,100,g
"Majoran, getrocknet",1,EL
Speisestärke ,2,TL
Salz und Pfeffer ,,etwas
Gyrosgewürz ,,evtl
Milch ,,evtl
Kartoffel(n) ,6,m.-große
Zucchini ,350,g
Möhre(n) ,500,g
"Paprikaschote(n), gelb ",2,
Frühlingszwiebel(n) ,1,Bund
Zitrone(n) ,1,
Knoblauchzehe(n) ,3,
Olivenöl ,6,EL
Salz und Pfeffer ,,
Schafskäse ,180,g
Tomate(n) ,1,kg
"Paprikaschote(n), rot oder bunt",1,kg
Knoblauchzehe(n) ,2,große
Tomatenmark ,4,Tube/n
"Paprikacreme, ungarische",1,Tube/n
Zwiebel(n) ,2,große
"Gemüsebrühe, instant ",2,EL
Zucker ,,n.B
Essig ,,n.B
Pfeffer ,,
Salz ,,evtl
Chilipulver oder Chiliflocken,1,TL
Wasser ,2½,Liter
Sobanudeln ,150,g
"Wasser, warm",1,Liter
"Misopaste, dunkel",4,EL
Sojasauce ,4,EL
Reisweinessig ,2,EL
Sesamöl ,1,TL
"Champignons, braun ",250,g
Frühlingszwiebel(n) ,5,
Knoblauchzehe(n) ,2,
Brokkoli ,1,
Ingwer ,2,TL
Chiliflocken ,1,TL
Mehl ,450,g
Salz ,1,TL
Frischhefe ,20,g
Zucker ,½,TL
"Wasser, lauwarm ",300,ml
Olivenöl ,2,EL
Zucchini ,1,
Aubergine(n) ,1,
"Paprikaschote(n), rot oder gelb",1,
Tomate(n) ,2,
"Zwiebel(n), rot ",1,
Thymian oder Rosmarin,½,Bund
Olivenöl zum Braten ,,
Salz und Pfeffer ,,
Schinkenwürfel ,75,g
"Parmesan, gerieben ",100,g
Mehl ,150,g
"Butter, weiche ",80,g
Pfeffer ,,
Schmand ,200,g
Ei(er) ,3,
"Hähncheninnenfilet(s), Hähnchenbrust, Putenbrust, Geschnetzteltes etc.",500,g
Mehl bis 2 EL,1,EL
"Paniermehl, 1 bis 2 EL",,
Culinesse oder Butter,,
Salz und Pfeffer ,,
Paprikapulver ,,
Knoblauch ,,
Hähnchengewürz ,,
Weizenmehl ,200,g
Vanillezucker ,1,Pck
Backpulver ,1,TL
Salz ,1,Prisen
Ei(er) ,1,großes
Sauermilch (Rjaschenka) *,500,g
Milch ,,n.B
Sonnenblumenöl ,,
"Kondensmilch, gezuckerte, z. B. Sguschjonka oder Milchmädchen",,n.B
Penne ,500,g
Lyoner oder Fleischwurst,300,g
"Mais, abgetropft",1,kl.Dose/n
"Erbsen, abgetropft",1,kl.Dose/n
"Paprikaschote(n), rot ",1,
"Cornichons, abgetropft",1,kl.Glas
"Mayonnaise, Salatcreme oder Remoulade",150,ml
Gewürzmischung (Salatfix Dillkräuter),2,Pck
