name,amount,unit
" Weizenvollkornbrötchen
                                        ",3,
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Curry
                                        ",0,
" REWE Knoblauchdressing
                                        ",0,
" Linguine
                                        ",200, g
" Knoblauchzehen
                                        ",2,
" rote Chili
                                        ",1,
" Kirschtomaten
                                        ",100, g
" schwarze Oliven
                                        ",60, g
" Olivenöl
                                        ",1, EL
" Kapern
                                        ",2, TL
" stückige Tomaten
                                        ",400, g
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Petersilie
                                        ",2, Zweig(e)
" Basilikum
                                        ",2, Zweig(e)
" mehlig kochende Kartoffeln
                                        ",800, g
" Salz
                                        ",0,
" Möhren
                                        ",500, g
" Petersilie
                                        ",7, Zweig(e)
" Brandenburg Rinderhackfleisch
                                        ",500, g
" Senf
                                        ",1, EL
" Ei (Größe M)
                                        ",1,
" ja! Magerquark
                                        ",1, EL
" ja! Paniermehl
                                        ",4, EL
" Pfeffer
                                        ",0,
" Edelsüß-Paprika
                                        ",0,
" ja! Öl
                                        ",3, EL
" Sesamsaat
                                        ","1,50", TL
" Honig
                                        ","1,50", TL
" Gemüsebrühe
                                        ",100, ml
" ja! Milch
                                        ",150, ml
" geriebene Muskatnuss
                                        ",0,
" REWE Regional Kartoffeln
                                        ",1, kg
" REWE Regional Möhren
                                        ",400, g
" REWE Regional Brokkoli
                                        ",500, g
" REWE Regional junger Spinat
                                        ",100, g
" Mehl
                                        ",150, g
" blütenzarte Haferflocken
                                        ",5, EL
" Eier (Größe M)
                                        ",3,
" REWE Regional Petersilie
                                        ",6, Zweig(e)
" Vollmilch-Joghurt
                                        ",100, g
" Milch
                                        ",200, ml
" REWE Regional Kopfsalat
                                        ",1,
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Sonnenblumenöl
                                        ",6, EL
" Butter
                                        ",50, g
" Gnocchi (z. B. von REWE Beste Wahl)
                                        ",800, g
" Grill-Lachs Pfeffer-Salz
                                        ",500, g
" Krone Pacific-Garnelen
                                        ",250, g
" Pesto Rosso
                                        ",100, g
" Rucola
                                        ",2, Handvoll
" Parmigano Reggiano (z. B. von REWE Feine Welt)
                                        ",0,
" Olivenöl
                                        ",0,
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Kräuter der Provence
                                        ",1, TL
" Mehl
                                        ",180, g
" Backpulver
                                        ","0,50", TL
" Zucker
                                        ",225, g
" Vanillezucker
                                        ",1, Packung(en)
" Salz
                                        ",1, Prise(n)
" Eier (Größe M)
                                        ",4,
" weiche Butter
                                        ",75, g
" Sahne
                                        ",250, g
" Magerquark
                                        ",750, g
" Zitronensaft
                                        ",3, EL
" Speisestärke
                                        ",50, g
" frische Hefe
                                        ","12,50", g
" Milch
                                        ",100, ml
" Mehl
                                        ",250, g
" Butter
                                        ",140, g
" Rohrzucker
                                        ",75, g
" Salz
                                        ","0,50", Prise(n)
" Kardamom, gemahlen
                                        ",1, TL
" Eier
                                        ",3,
" Zimt
                                        ","0,50", EL
" REWE Beste Wahl Apfelkompott
                                        ",50, ml
" Südtiroler Schinkenspeck
                                        ",150, g
" Olivenöl
                                        ",1, EL
" Parmesan
                                        ",80, g
" Eigelb
                                        ",4,
" Spaghetti
                                        ",400, g
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Muskatnuss, frisch gerieben
                                        ",0,
" Kalbsrückensteaks (à ca. 100 g)
                                        ",8, kleine
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Salbeiblätter
                                        ",16,
" Parmaschinken
                                        ",8, Scheibe(n)
" Butter
                                        ",30,
" Olivenöl
                                        ",3, EL
" Zitrone (nur der Saft)
                                        ","0,50",
" Weizenmehl (z. B. von REWE Bio)
                                        ",300, g
" Buchweizenmehl (z. B. von REWE Bio)
                                        ",200, g
" Salz
                                        ",1, Prise(n)
" Vanillin-Zucker
                                        ",1, Packung(en)
" Zucker
                                        ",50, g
" Eier (Größe M) (z. B. von REWE Bio)
                                        ",2,
" weiche Butter
                                        ",75, g
" Milch (z. B. von REWE Bio)
                                        ",270, ml
" Würfel (42 g) Hefe
                                        ",1,
" getrocknete Soft-Aprikosen
                                        ",300, g
" Marzipan-Rohmasse
                                        ",300, g
" Eigelb (Größe M) (z. B. von REWE Bio)
                                        ",1,
" Aprikosen-Konfitüre
                                        ",100, g
" Pistazienkerne
                                        ",60, g
" Mehl für Arbeitsfläche
                                        ",0,
" Schalotten
                                        ",4,
" tiefgefrorene dicke Bohnen
                                        ",300, g
" REWE Feine Welt Gold Schatz Pfifferlinge
                                        ",3, Gläser
" Rosmarin
                                        ",2, Zweig(e)
" Schweinefilet
                                        ",800, g
" REWE Feine Welt Italiens Triologie (Olivenöl)
                                        ",4, EL
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" trockener Weißwein
                                        ",75, ml
" Butter
                                        ",20, g
" Küchengarn
                                        ",0,
" Blumenkohl (à ca. 800 g)
                                        ",2, Kopf
" Salz
                                        ",0,
" ja! Schinkenwürfel
                                        ",250, g
" ja! Schlagsahne
                                        ",400, g
" Pfeffer
                                        ",0,
" geriebene Muskatnuss
                                        ",0,
" ja! Gouda Holland jung am Stück
                                        ",120, g
" Kerbel
                                        ",3, Stiel(e)
" ja! Mandeln gehobelt
                                        ",100, g
" Limettensaft, frisch gepresst
                                        ",150, ml
" Avocadoöl
                                        ",40, ml
" Honig
                                        ",10, ml
" Knoblauchzehen, gehackt
                                        ",2,
" Thymian
                                        ",2, Zweig(e)
" Salbei
                                        ",2, Zweig(e)
" Zimt
                                        ",1, TL
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Kartoffeln
                                        ",800, g
" Eier
                                        ",4,
" Salz
                                        ",0,
" Quark
                                        ",250, g
" Joghurt
                                        ",150, g
" saure Sahne
                                        ",200, g
" Zitronensaft
                                        ",1, EL
" Kräuter für Grüne Sauce
                                        ",1, Bund
" Pfeffer
                                        ",0,
" Zucker
                                        ",1, Prise(n)
" Bacon
                                        ",500, g
" Zwiebeln
                                        ",2,
" Salz
                                        ",1, TL
" Rohrzucker
                                        ",3, TL
" Sherry-Essig
                                        ",60, ml
" Wasser
                                        ",100, ml
" Thymian
                                        ",1, TL
" Prise grober Pfeffer
                                        ",0,
" Orangen (unbehandelt)
                                        ",3,
" rosa Grapefruits (unbehandelt)
                                        ",2,
" Babyspinat
                                        ","0,50", Packung(en)
" Hähnchenbrustfilet
                                        ",300, g
" Rapsöl
                                        ",5, EL
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Weißweinessig
                                        ",2, EL
" Zucker
                                        ",0,
" Parmesan
                                        ",30, g
" Pistazien
                                        ",20, g
" Instant-Couscous
                                        ",125, g
" Salatgurke
                                        ","0,50",
" Kirschtomaten
                                        ",125, g
" glatte Petersilie
                                        ","0,50", Bund
" Minze
                                        ","0,50", Bund
" Limette
                                        ",1,
" flüssiger Honig
                                        ","0,50", TL
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Ajvar pikant
                                        ","2,50", EL
" Lauch
                                        ",600, g
" große, festfleischige Äpfel (z. B. Elstar)
                                        ",2,
" Rapsöl
                                        ",3, EL
" Zucker
                                        ",1, EL
" Rosinen
                                        ",50, g
" Salz
                                        ",0,
" Weißwein
                                        ",50, ml
" Gemüsebrühe
                                        ",50, ml
" Sahne
                                        ",200, ml
" Zitronensaft
                                        ",1, EL
" Zanderfilets (à 160g, mit Haut)
                                        ",4,
" Mehl
                                        ",20, g
" Pfeffer
                                        ",0,
" Schalotten
                                        ",2,
" Knoblauchzehe
                                        ",1,
" Thymian
                                        ",5, Zweig(e)
" REWE Feine Welt Lesvos g.g.A: Olivenöl (+100ml)
                                        ",1, EL
" Saft von 1 Zitrone
                                        ",0,
" Kapern
                                        ",85, g
" Eigelb (Größe M)
                                        ",2,
" mittelscharfer Senf
                                        ",1, TL
" REWE Feine Welt Weisser Thun (Thunfischfilet im eigenen Saft)
                                        ",1, Glas
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" weißer Spargel
                                        ",1, kg
" Kalbsfilet aus der Mitte
                                        ",800, g
" Sonnenblumenöl
                                        ",2, EL
" Kerbel
                                        ",3, Zweig(e)
" Küchengarn
                                        ",0,
" REWE Bio rote Linsen
                                        ",250, g
" Zwiebel
                                        ",1,
" Möhren
                                        ",200, g
" REWE Bio Ei (Größe M)
                                        ",1,
" Mehl
                                        ",1, EL
" Paniermehl
                                        ",6, EL
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" REWE Bio Paprika edelsüß
                                        ",1, TL
" REWE Bio Olivenöl
                                        ",2, EL
" Rote Bete-Knollen
                                        ",600, g
" unbehandelte Zitrone
                                        ",1,
" REWE Bio Butter
                                        ",2, EL
" REWE Bio Gemüsebrühe
                                        ",200, ml
" Majoran
                                        ",4, Zweig(e)
" REWE Bio Joghurt mild
                                        ",2, Becher
" REWE Beste Wahl Rote Bete
                                        ",300, g
" Salz
                                        ",0,
" Kurkuma
                                        ",1, EL
" Bulgur
                                        ",125, g
" REWE Bio Möhren
                                        ",300, g
" Zucker
                                        ",50, g
" Zucker
                                        ",1, TL
" Kokosmilch
                                        ",3, EL
" Kokosflocken
                                        ",3, EL
" Cayennepfeffer
                                        ",0,
" mittelgroße Tomaten
                                        ",2,
" Petersilie
                                        ",3, Zweig(e)
" Essig (z. B. Sherry-Essig)
                                        ",5, EL
" REWE Bio Nativ. Olivenöl extra
                                        ",5, EL
" Pfeffer
                                        ",0,
" Kreuzkümmel
                                        ",1, TL
" Koriander
                                        ",1, Bund
" Gurke
                                        ","0,25",
" Avocados
                                        ",2,
" Limette
                                        ",1,
" Wasabi-Paste
                                        ",1, TL
" Buttermilch
                                        ",500, ml
" Joghurt
                                        ",450, g
" Handvoll Eiswürfel
                                        ",2,
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Süßkartoffeln
                                        ",2, große
" Olivenöl
                                        ",2, EL
" Butter
                                        ",2, EL
" Salz
                                        ",0,
" Guacamole
                                        ",1, Packung(en)
" Zaziki
                                        ",1, Packung(en)
" Mais
                                        ","0,50", Dose(n)
" Tomaten
                                        ",2, große
" Parmesan gehobelt
                                        ",2, Handvoll
" Petersilie
                                        ",0, etwas
" Pfeffer
                                        ",0,
" junge, kleine Möhren mit Grün
                                        ",400, g
" ja! Olivenöl
                                        ",4, EL
" Zucker
                                        ",1, EL
" trockener Weißwein
                                        ",50, ml
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" ja! Rohschinken gewürfelt
                                        ",125, g
" Rauke
                                        ",100, g
" Lauchzwiebeln
                                        ",3,
" Chiliflocken
                                        ",0,
" ja! Balkan-Käse
                                        ",200, g
" Eier (Größe M)
                                        ",8,
" Milch
                                        ",100, ml
" Öl
                                        ",2, TL
" Kohlrabi
                                        ",4,
" Salz
                                        ",0,
" Blattspinat
                                        ",500, g
" Knoblauchzehen
                                        ",3,
" Olivenöl
                                        ",2, EL
" Brot, z.B. Graubrot
                                        ",3, Scheibe(n)
" Feta
                                        ",150, g
" Walnusskerne
                                        ",50, g
" Pfeffer
                                        ",0,
" Muskat
                                        ",0,
" neue Kartoffeln
                                        ",500, g
" Sahne
                                        ",250, ml
" Weißwein
                                        ",100, ml
" rote Kirschtomaten
                                        ",500, g
" gelbe Kirschtomaten
                                        ",500, g
" rote Zwiebel
                                        ",1,
" Granatapfel
                                        ",1,
" Knoblauchzehe
                                        ",1,
" Weißweinessig
                                        ",2, EL
" Granatapfelsirup
                                        ",1, EL
" Olivenöl
                                        ",4, EL
" Kreuzkümmel
                                        ",0, Messerspitze
" Salz
                                        ",0,
" Chiliflocken
                                        ",0,
" Petersilie
                                        ","0,50", Bund
" Pommes Frites für Backofen und Fritteuse
                                        ",600, g
" rote Paprikaschote
                                        ","0,50",
" gelbe Paprikaschote
                                        ","0,50",
" grüne Paprikaschote
                                        ","0,50",
" REWE ja! geschälte Tomaten in Tomatensaft
                                        ",425, ml
" Wiener Würstchen
                                        ",400, g
" ja! Champignons
                                        ",1, Dose(n)
" REWE ja! Rapsöl
                                        ",3, EL
" Gemüsebrühe
                                        ",100, ml
" Schaschliksoße
                                        ",4, EL
" Majoran
                                        ",9, Zweig(e)
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Paprikapulver
                                        ",0,
" Knoblauchzehen
                                        ",3,
" Öl
                                        ",3, EL
" Tomatenmark
                                        ",3, EL
" Tomaten
                                        ",2, Dose(n)
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Chiliflocken
                                        ",0,
" Balsamico
                                        ",2, EL
" Zucker
                                        ",2, TL
" Rigatoni
                                        ",500, g
" Basilikum
                                        ","0,50", Bund
" Parmesan
                                        ",100, g
" REWE Mandeln gehobelt
                                        ",50, g
" Thymian
                                        ",6, Zweig(e)
" REWE Buttertoast
                                        ",2, Scheibe(n)
" REWE Süßrahmbutter
                                        ",110, g
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Lachsfilet ohne Haut
                                        ",600, g
" REWE Kreta Olivenöl extra
                                        ",2, EL
" Zwiebel
                                        ",1,
" REWE tiefgefrorener Blattspinat
                                        ","0,50", Packung(en)
" Gemüsebrühe
                                        ",50, ml
" REWE frische Schlagsahne (33 % Fett)
                                        ",75, g
" geriebene Muskatnuss
                                        ",0,
" Butter
                                        ",100, g
" Mehl
                                        ",175, g
" Salz
                                        ",0,
" Eier (Größe M) von REWE Regional
                                        ",4,
" rote Paprikaschoten von REWE Regional
                                        ",3,
" Zucchini (ca. 600 g) von REWE Regional
                                        ",3,
" Schlagsahne
                                        ",100, g
" Milch von REWE Regional
                                        ",120, ml
" Pfeffer
                                        ",0,
" Cherrytomaten
                                        ",100, g
" Cheddar-Käse
                                        ",80, g
" grober Pfeffer zum Bestreuen
                                        ",0,
" Mehl für die Arbeitsfläche
                                        ",0,
" Fett für die Form
                                        ",0,
" Eiweiß
                                        ",4,
" Salz
                                        ",1, Prise(n)
" Zucker
                                        ",200, g
" Kokosraspeln
                                        ",200, g
" Oblaten
                                        ",45,
" Butter
                                        ",180, g
" Joghurt (3,5 %)
                                        ",230, g
" Mehl
                                        ",230, g
" Kakao
                                        ",35, g
" Backpulver
                                        ",3, TL
" Puderzucker
                                        ",160, g
" Eier
                                        ",4,
" Pfirsichhälften (470 g)
                                        ",1, Dose(n)
" Speisestärke
                                        ",40, g
" Zucker
                                        ",30, g
" Schlagsahne
                                        ",900, ml
" Vanillezucker
                                        ",2, Packung(en)
" Sahnesteif
                                        ",10, TL
" Marzipanmöhren
                                        ",12,
" Hähnchenschenkel (je ca. 150 g)
                                        ",8,
" große Salbeiblätter
                                        ",16,
" Knoblauchzehen
                                        ","1,50",
" Salz
                                        ",0,
" Rapsöl
                                        ",2, EL
" flüssiger Honig
                                        ",1, EL
" Tellerlinsen
                                        ",100, g
" Frühlingszwiebeln
                                        ","0,50", Bund
" mediterrane Kräuter (frisch)
                                        ",0,
" Olivenöl
                                        ",2, EL
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Butter
                                        ",2, EL
" Ei
                                        ",1,
" Milch
                                        ",4, EL
" Filoteig
                                        ",4, Blätter
" Ziegenfrischkäse
                                        ",150, g
" Kresse (nach Belieben)
                                        ",0,
" Gelatine
                                        ",6, Blatt
" REWE Beste Wahl Mango-Joghurt PRO PLANET
                                        ",2, Becher
" Zucker
                                        ",50, g
" ja! Schlagsahne PRO PLANET
                                        ",200, g
" Orangensaft
                                        ",250, ml
" Vanillin-Zucker
                                        ",1, Packung(en)
" Speisestärke
                                        ",1, EL
" Bananen PRO PLANET
                                        ",2,
" Zitronenmelisse
                                        ",2, Zweig(e)
" Mandeln
                                        ",35, g
" Haselnüsse
                                        ",35, g
" Walnüsse
                                        ",35, g
" Butter
                                        ",50, g
" Haferflocken
                                        ",30, g
" Rohrzucker
                                        ",80, g
" Zimt
                                        ","0,50", TL
" Korianderpulver
                                        ","0,25", TL
" Salz
                                        ",1, Prise(n)
" große Äpfel (z.B. Boskop)
                                        ",4,
" Zitrone
                                        ",1,
" Vanilleschote
                                        ",1,
" Sahne
                                        ",300, ml
" Eier
                                        ",2,
" Weinbrand
                                        ",40, ml
" REWE Bio Weizenmehl
                                        ",275, g
" REWE Bio Vollrohrzucker
                                        ",225, g
" REWE Bio Bourbon-Vanillezucker
                                        ",1, Packung(en)
" Salz
                                        ",1, Prise(n)
" Backpulver
                                        ",1, Packung(en)
" REWE Bio Süßrahmbutter
                                        ",225, g
" REWE Bio Eier (Größe M)
                                        ",2,
" REWE Bio Vollmilch
                                        ",125, ml
" REWE Bio Heidelbeeren tiefgefroren
                                        ",150, g
" Puderzucker
                                        ",150, g
" (à 175 g) REWE Bio Frischkäse-Doppelrahmstufe
                                        ",3, Packung(en)
" Papier-Backförmchen
                                        ",0,
" Einmal-Spritzbeutel
                                        ",0,
" Salsa:
                                        ",0,
" Tomaten
                                        ",250, g
" Schalotten
                                        ",2,
" Knoblauchzehe
                                        ",1,
" kleine rote Chilischote
                                        ",1,
" Öl
                                        ",4, EL
" passierte Tomaten (425 ml)
                                        ",1, Dose(n)
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Honig
                                        ",1, EL
" heller Balsamicoessig
                                        ",2, EL
" Burger:
                                        ",0,
" Rotkohl
                                        ",150, g
" Salz
                                        ",0,
" Salatgurke
                                        ",100, g
" Gewürzgurken
                                        ",2,
" Rinderhackfleisch
                                        ",600, g
" schwarzer Pfeffer
                                        ",0,
" Bergkäse
                                        ",8, Scheibe(n)
" Hamburger-Brötchen
                                        ",4,
" Lollo-bionda-Salat
                                        ",50, g
" Auberginen à ca. 250 g
                                        ",2,
" Rapsöl
                                        ",1, EL
" Butter
                                        ",0,
" Mehl
                                        ",0,
" Instant-­Espressopulver
                                        ","1,50", TL
" Wasser
                                        ",200, ml
" dunkle Schokolade, mind. 60 % Kakaoanteil
                                        ",200, g
" Eier
                                        ",4,
" Salz
                                        ","0,50", TL
" Vanillezucker
                                        ",1, EL
" gemahlene Nelken
                                        ",1, Prise(n)
" Zimtpulver
                                        ",1, Prise(n)
" Crème double
                                        ",2, EL
" Butter
                                        ",1, EL
" Dinkelvollkornmehl
                                        ",100, g
" Puderzucker
                                        ",75, g
" cl Rum
                                        ",1,
" Espressobohnen
                                        ",2, EL
" brauner Zucker
                                        ",2, EL
" Weißenmehl Type 550
                                        ",750, g
" Olivenöl
                                        ",50, g
" Milch
                                        ",250, g
" Wasser 
                                        ",200, g
" Hefe 
                                        ",40, g
" Salz
                                        ",2, TL
" Ajvar
                                        ",120, g
" Peperoni, eingelegt
                                        ",16,
" REWE Bio Linguine Hartweizen
                                        ",400, g
" Salz
                                        ",0,
" reife REWE Bio Avocados
                                        ",2,
" Zitronensaft
                                        ",2, EL
" REWE Bio Joghurt (1,8 % Fett)
                                        ",250, g
" Pfeffer
                                        ",0,
" REWE Bio Cherry Roma Tomaten
                                        ",250, g
" Kerbel
                                        ",3, Stiel(e)
" Lauchzwiebeln
                                        ",2,
" REWE Bio Nativ Olivenöl
                                        ",2, EL
" gehobelter Parmesankäse
                                        ",100, g
" Hokkaido
                                        ",1,
" Ingwer
                                        ",20, g
" Knoblauchzehe
                                        ",1,
" Zwiebel
                                        ",1,
" rote Chilischote
                                        ",1,
" Rapsöl
                                        ",1, EL
" Currypulver
                                        ",1, EL
" Zucker
                                        ",1, EL
" Gemüsebrühe
                                        ",700, ml
" rote Linsen
                                        ",200, g
" Bio-Zitrone
                                        ",1,
" Salz
                                        ",0,
" Pfeffer
                                        ",0,
" Kokosraspel
                                        ",50, g
" kernige Haferflocken
                                        ",300, g
" gemahlene Haselnüsse
                                        ",50, g
" gepuffter Amaranth
                                        ",10, g
" Kürbiskerne
                                        ",50, g
" Chiasamen
                                        ",50, g
" Sonnenblumenöl
                                        ",5, EL
" Honig
                                        ",2, EL
" mehlig kochende Kartoffeln
                                        ",250, g
" Möhren
                                        ",250, g
" Salz
                                        ",0,
" Rapsöl
                                        ",1, EL
" TK-Blattspinat (in kleinen Portionsstücken)
                                        ",300, g
" Lachsfilet
                                        ",200, g
" Milch
                                        ",150, ml
" Pfeffer
                                        ",0,
" Muskat
                                        ",0,
" Schmand
                                        ",2, EL
" Zwiebel
                                        ",1,
" Chilischoten
                                        ",2,
" Öl
                                        ",1, EL
" ja! Hackfleisch gemischt
                                        ",500, g
" ja! Tomaten passiert
                                        ",750, g
" ja! Kidney-Bohnen
                                        ",1, Dose(n)
" ja! Gemüsemais
                                        ",1, Dose(n)
" ja! Speisesalz
                                        ",0,
" Pfeffer
                                        ",0,
" Schnittlauch
                                        ","0,50", Bund
" ja! Schmand
                                        ",200, g
" Hokkaidokürbis
                                        ",600, g
" große Kartoffel
                                        ",1,
" Zwiebel
                                        ",1,
" Knoblauchzehe
                                        ",1,
" Öl
                                        ",3, EL
" kleine rote Chilischoten
                                        ",1,
" Gemüsebrühe
                                        ",750, ml
" Grissinistangen
                                        ",6,
" Parmaschinken
                                        ",6, Scheibe(n)
" Thymian
                                        ",7, Zweig(e)
" ja! Schlagsahne
                                        ",75, ml
" REWE Feine Welt Orangensaft
                                        ",5,
" Rewe Tafelsalz
                                        ",0,
" schwarzer Pfeffer
                                        ",0,
" ja! Zucker
                                        ",0,
" Parmesan am Stück
                                        ",140, g
" Knoblauchzehen
                                        ","1,50",
" kleine, reife Avocado (à ca. 200 g)
                                        ",2,
" REWE Doppelrahm-Frischkäse
                                        ",100, g
" EL Zitronensaft
                                        ","2,50",
" Salz
                                        ",0,
" Pfeffer a. d. Mühle
                                        ",0,
" Kirschtomaten
                                        ",6,
" ja! Sonnenblumenöl für die Schalen
                                        ",0,
" Backpapier
                                        ",0,
" Schalotten
                                        ",2,
" kleines Bund Dill
                                        ",1,
" Räucherlachs am Stück
                                        ",200, g
" frisch, ausgepresster Zitronensaft
                                        ","2,50", EL
" REWE Bio Olivenöl
                                        ","1,50", EL
" REWE Feine Welt Himalaya Salz
                                        ",0,
" Pfeffer a. d. Mühle
                                        ",0,
" ja! Zucker
                                        ",1, Prise(n)
" ja! Sonnenblumenöl
                                        ",6, EL
" REWE Rösti (à ca. 40 g; tiefgefroren)
                                        ",12,
" Salatgurke
                                        ","0,30",
" evtl. Schnittlauchhalme zum Garnieren
                                        ",0,
" Frischhaltefolie
                                        ",0,
" Kartoffeln
                                        ",1, kg
" Salz
                                        ",0,
" Cornichons (mit 3 EL Lake)
                                        ",150, g
" roter Apfel
                                        ",1,
" kleine rote Zwiebeln
                                        ",2,
" Dill
                                        ","0,50", Bund
" Mayonnaise
                                        ",125, g
" Schmand
                                        ",150, g
" Apfelessig
                                        ",6, EL
" Pfeffer
                                        ",0,
" Zucker
                                        ",0,
" TK Pangasius Filet
                                        ",450, g
" Hartweizen Grieß
                                        ",75, g
" Mehl
                                        ",250, g
" helles Bier
                                        ",330, ml
" Fett zum Ausbacken
                                        ",1, l
" Remoulade
                                        ",100, g
" Zitrone
                                        ",1,
" ja! Kaisergemüse tiefgefroren
                                        ",800, g
" Zwiebel
                                        ",1,
" ja! Sonnenblumenöl
                                        ",1, EL
" ja! Schlagsahne
                                        ",200, g
" ja! Jodsalz
                                        ",0,
" Pfeffer
                                        ",0,
" ja! Gemelli
                                        ",400, g
" ja! Delikatess-Bacon
                                        ",50, g
" Knoblauchzehe
                                        ",1,
" ja! Markenbutter
                                        ",2, EL
" ja! American Sandwich
                                        ",2, Scheibe(n)
" Estragon
                                        ",5, Zweig(e)
" REWE Bio Erdbeeren
                                        ",300, g
" REWE Bio Fruchtaufstrich Erdbeere (75 % Frucht)
                                        ",3, EL
" Weißwein-Essig
                                        ",1, EL
" Butter
                                        ",30, g
" eingelegte grüne Pfefferkörner
                                        ",1, TL
" weißer Spargel
                                        ",500, g
" REWE Bio Roh-Rohrzucker
                                        ","1,50", EL
" Öl
                                        ",3, EL
" Salz
                                        ",0,
" Schalotten
                                        ",4,
" Knoblauchzehen
                                        ",2,
" rote Chilischote
                                        ",1,
" Petersilie
                                        ",3, Zweig(e)
" getrocknete Tomaten in Öl
                                        ",314, ml
" ja! Spaghetti
                                        ",400, g
" Salz
                                        ",0,
" Seelachsfilet
                                        ",700, g
" Pfeffer
                                        ",0,
" ja! Sonnenblumenöl
                                        ",8, EL
" Bio-Zitrone
                                        ",1,
" grober Pfeffer zum Bestreuen
                                        ",0,
" REWE Bio festkochende Kartoffeln
                                        ",600, g
" REWE Bio Knollensellerie
                                        ",400, g
" Salz
                                        ",0,
" Kopf (ca. 1 kg) REWE Bio Wirsingkohl
                                        ",1,
" geräucherter Bauchspeck
                                        ",50, g
" REWE Bio Zwiebeln
                                        ",2,
" REWE Bio Butter
                                        ",4, EL
" REWE Bio Schlagsahne
                                        ",200, g
" Gemüsebrühe
                                        ",100, ml
" geriebene Muskatnuss
                                        ",0,
" REWE Bio rote Paprikaschoten (à ca. 250 g)
                                        ",2,
" Pfeffer aus der Mühle
                                        ",0,
" REWE Bio Milch
                                        ",100, ml
" REWE Bio Ei (Größe M)
                                        ",1,
" geriebener REWE Bio Emmentaler Käse
                                        ",40, g
" Schnittlauch
                                        ","0,50", Bund
" Fett für die Form
                                        ",0,
" REWE Bio Frische Buttermilch
                                        ",750, g
" REWE Bio Frische Backhefe
                                        ",60, g
" Leinsamen
                                        ",90, g
" Sesam
                                        ",90, g
" Sonnenblumenkerne
                                        ",65, g
" REWE Bio Weizen-Vollkornmehl
                                        ",510, g
" REWE Bio Dinkel-Vollkornmehl
                                        ",180, g
" Butter
                                        ",1, TL
" Salz
                                        ",10, g
" REWE Beste Wahl Kartoffeln
                                        ",1, kg
" Salz
                                        ",0,
" braune Champignons
                                        ",200, g
" Kräuterseitlinge
                                        ",200, g
" Zwiebeln
                                        ",2,
" REWE Beste Wahl Rosenkohl tiefgekühlt (300 g)
                                        ",1, Packung(en)
" REWE Beste Wahl Markenbutter
                                        ",3, EL
" Gemüsebrühe
                                        ",100, ml
" REWE Beste Wahl Rapsöl
                                        ",3, EL
" REWE Beste Wahl Pfannengyros (500 g)
                                        ",1, Packung(en)
" Schnittlauch
                                        ","0,50", Bund
" REWE Beste Wahl H-Milch (0,3% Fett)
                                        ",250, ml
" geriebene Muskatnuss
                                        ",0,
" REWE Beste Wahl Frischkäse aus Ziegenmilch (125 g)
                                        ",1, Packung(en)
" Markknochen vom Rind
                                        ",500, g
" Wasser
                                        ","1,50", l
" Suppengemüse
                                        ",1, Bund
" Knoblauchzehe
                                        ",1,
" Apfelessig
                                        ",1, EL
" Meersalz
                                        ",0,
" Pfeffer
                                        ",0,
" Rinderrouladen
                                        ",6,
" Worcester-Soße
                                        ",150, ml
" Sojasoße
                                        ",150, ml
" Zwiebelsuppenpulver
                                        ",1, Päckchen
" Salz
                                        ",2, TL
" granulierter Knoblauch
                                        ",1, TL
" Ketchup
                                        ",2, EL
" frisch gemahlener Pfeffer
                                        ",1, TL
" Mehl
                                        ",200, g
" Backpulver
                                        ","2,50", TL
" Eier
                                        ",2,
" Bio-Zitrone
                                        ",1,
" Zucker
                                        ",150, g
" Salz
                                        ",1, Prise(n)
" neutrales Öl
                                        ",6, EL
" Milch
                                        ",200, ml
" Mascarpone
                                        ",250, g
" Puderzucker
                                        ",50, g
" Kokosraspel
                                        ",100, g
" große Marshmallows
                                        ",12,
" rosa Zucker
                                        ",0,
" Pistazienkerne
                                        ",150, g
" Marzipan-Rohmasse
                                        ",300, g
" Orangenblütenwasser
                                        ",1, TL
" Zartbitter-Kuvertüre
                                        ",450, g
" Kakaobutter
                                        ",50, g
" evtl. Goldstaub zum Verzieren
                                        ",0,
